schema_version,workout_id,workout_name,started_at,finished_at,duration_seconds,exercise_index,exercise_id,exercise_name,muscle,equipment,set_index,weight_kg,reps,rpe,complete
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,0,21.5,8,8,true
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,1,21.5,7,,true
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,2,19,10,8.5,true
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,0,11,12,,true
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,1,11,10,8,true
1,demo-beginner-05,Upper foundations,2025-01-21T18:10:00.000Z,2025-01-21T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,2,10,13,8.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,0,squat,Back Squat,Quadriceps,Barbell,0,52.5,7,7.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,0,squat,Back Squat,Quadriceps,Barbell,1,52.5,6,8,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,0,squat,Back Squat,Quadriceps,Barbell,2,47.5,9,8.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,49,9,7.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,49,8,,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,46.5,10,8.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,0,11.5,10,8,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,1,11.5,9,,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,2,9.5,12,8.5,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,3,calf,Standing Calf Raise,Calves,Machine,0,39,14,,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,3,calf,Standing Calf Raise,Calves,Machine,1,39,12,8,true
1,demo-beginner-06,Lower foundations,2025-01-24T17:45:00.000Z,2025-01-24T18:45:00.000Z,3600,3,calf,Standing Calf Raise,Calves,Machine,2,36.5,15,8.5,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,0,39.25,8,7,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,1,39.25,7,8,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,2,36.75,9,,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,0,36.25,10,7.5,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,1,36.25,9,,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,2,33.75,11,8,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,2,ohp,Overhead Press,Shoulders,Barbell,0,22.25,8,8,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,2,ohp,Overhead Press,Shoulders,Barbell,1,22.25,7,,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,2,ohp,Overhead Press,Shoulders,Barbell,2,19.75,10,8.5,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,3,curl,Cable Curl,Biceps,Cable,0,11.5,12,,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,3,curl,Cable Curl,Biceps,Cable,1,11.5,10,8,true
1,demo-beginner-07,Upper foundations,2025-01-28T18:10:00.000Z,2025-01-28T19:02:30.000Z,3150,3,curl,Cable Curl,Biceps,Cable,2,10.5,13,8.5,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,0,squat,Back Squat,Quadriceps,Barbell,0,52.5,7,7.5,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,0,squat,Back Squat,Quadriceps,Barbell,1,52.5,6,8,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,0,squat,Back Squat,Quadriceps,Barbell,2,47.5,9,,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,51,9,7.5,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,51,8,,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,48.5,10,8.5,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,0,12.25,10,8,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,1,12.25,9,,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,2,10.25,12,8.5,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,3,calf,Standing Calf Raise,Calves,Machine,0,41,14,,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,3,calf,Standing Calf Raise,Calves,Machine,1,41,12,8,true
1,demo-beginner-08,Lower foundations,2025-01-31T17:45:00.000Z,2025-01-31T18:47:30.000Z,3750,3,calf,Standing Calf Raise,Calves,Machine,2,38.5,15,8.5,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,0,bench,Barbell Bench Press,Chest,Barbell,0,40,8,7.5,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,0,bench,Barbell Bench Press,Chest,Barbell,1,40,7,8,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,0,bench,Barbell Bench Press,Chest,Barbell,2,40,6,9,false
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,1,lat-pulldown,Lat Pulldown,Back,Cable,0,37.5,10,7.5,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,1,lat-pulldown,Lat Pulldown,Back,Cable,1,37.5,9,,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,1,lat-pulldown,Lat Pulldown,Back,Cable,2,35,11,8,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,2,ohp,Overhead Press,Shoulders,Barbell,0,23,8,8,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,2,ohp,Overhead Press,Shoulders,Barbell,1,23,7,,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,2,ohp,Overhead Press,Shoulders,Barbell,2,20.5,10,8.5,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,3,curl,Cable Curl,Biceps,Cable,0,12,12,,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,3,curl,Cable Curl,Biceps,Cable,1,12,10,8,true
1,demo-beginner-09,Upper foundations,2025-02-04T18:10:00.000Z,2025-02-04T19:05:30.000Z,3330,3,curl,Cable Curl,Biceps,Cable,2,11,13,8.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,0,squat,Back Squat,Quadriceps,Barbell,0,57.5,7,7.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,0,squat,Back Squat,Quadriceps,Barbell,1,57.5,6,8,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,0,squat,Back Squat,Quadriceps,Barbell,2,52.5,9,8.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,53,9,7.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,53,8,,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,50.5,10,8.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,0,13,10,8,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,1,13,9,,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,2,11,12,8.5,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,3,calf,Standing Calf Raise,Calves,Machine,0,43,14,,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,3,calf,Standing Calf Raise,Calves,Machine,1,43,12,8,true
1,demo-beginner-10,Lower foundations,2025-02-07T17:45:00.000Z,2025-02-07T18:40:00.000Z,3300,3,calf,Standing Calf Raise,Calves,Machine,2,40.5,15,8.5,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,0,bench,Barbell Bench Press,Chest,Barbell,0,41.25,8,8,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,0,bench,Barbell Bench Press,Chest,Barbell,1,41.25,7,8,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,0,bench,Barbell Bench Press,Chest,Barbell,2,38.75,9,,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,1,lat-pulldown,Lat Pulldown,Back,Cable,0,38.75,10,7.5,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,1,lat-pulldown,Lat Pulldown,Back,Cable,1,38.75,9,,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,1,lat-pulldown,Lat Pulldown,Back,Cable,2,36.25,11,8,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,0,23.75,8,8,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,1,23.75,7,,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,2,ohp,Overhead Press,Shoulders,Barbell,2,21.25,10,8.5,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,0,12.5,12,,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,1,12.5,10,8,true
1,demo-beginner-11,Upper foundations,2025-02-11T18:10:00.000Z,2025-02-11T19:08:30.000Z,3510,3,curl,Cable Curl,Biceps,Cable,2,11.5,13,8.5,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,0,squat,Back Squat,Quadriceps,Barbell,0,60,7,7.5,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,0,squat,Back Squat,Quadriceps,Barbell,1,60,6,8,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,0,squat,Back Squat,Quadriceps,Barbell,2,55,9,,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,55,9,7.5,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,55,8,,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,52.5,10,8.5,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,0,13.75,10,8,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,1,13.75,9,,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,2,split-squat,Bulgarian Split Squat,Quadriceps,Dumbbell,2,11.75,12,8.5,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,3,calf,Standing Calf Raise,Calves,Machine,0,45,14,,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,3,calf,Standing Calf Raise,Calves,Machine,1,45,12,8,true
1,demo-beginner-12,Lower foundations,2025-02-14T17:45:00.000Z,2025-02-14T18:42:30.000Z,3450,3,calf,Standing Calf Raise,Calves,Machine,2,42.5,15,8.5,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,0,41.25,8,7,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,1,41.25,7,8,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,0,bench,Barbell Bench Press,Chest,Barbell,2,38.75,9,,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,0,40,10,7.5,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,1,40,9,,true
1,demo-beginner-13,Upper foundations,2025-02-18T18:10:00.000Z,2025-02-18T19:02:30.000Z,3150,1,lat-pulldown,Lat Pulldown,Back,Cable,2,37.5,11,8,true
