schema_version,workout_id,workout_name,started_at,finished_at,duration_seconds,exercise_index,exercise_id,exercise_name,muscle,equipment,set_index,weight_kg,reps,rpe,complete
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,0,bench,Barbell Bench Press,Chest,Barbell,2,51.4,10,9,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,0,49.8,9,8,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,1,47.3,11,,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,2,44.8,12,9,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,0,32.7,7,8.5,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,1,30.2,9,,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,2,27.7,11,9,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,0,16,10,,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,1,15,12,8.5,true
1,demo-inconsistent-07,Upper strength,2025-09-10T19:00:00.000Z,2025-09-10T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,2,14,13,9,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,0,squat,Back Squat,Quadriceps,Barbell,0,77.7,6,8,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,0,squat,Back Squat,Quadriceps,Barbell,1,72.7,7,,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,0,squat,Back Squat,Quadriceps,Barbell,2,67.7,9,9,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,73.4,8,8,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,73.4,9,,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,69.5,11,9,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,2,leg-press,Leg Press,Quadriceps,Machine,0,137.5,10,,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,2,leg-press,Leg Press,Quadriceps,Machine,1,137.5,8,8.5,true
1,demo-inconsistent-08,Lower strength,2025-09-11T17:35:00.000Z,2025-09-11T18:33:30.000Z,3510,2,leg-press,Leg Press,Quadriceps,Machine,2,127.5,13,9,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,0,bench,Barbell Bench Press,Chest,Barbell,0,60.6,7,8,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,0,bench,Barbell Bench Press,Chest,Barbell,1,55.6,8,,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,0,bench,Barbell Bench Press,Chest,Barbell,2,53.1,10,9,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,1,squat,Back Squat,Quadriceps,Barbell,0,83.4,6,8,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,1,squat,Back Squat,Quadriceps,Barbell,1,75.5,8,,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,1,squat,Back Squat,Quadriceps,Barbell,2,70.5,10,9,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,2,cable-row,Seated Cable Row,Back,Cable,0,55,10,8,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,2,cable-row,Seated Cable Row,Back,Cable,1,52.5,12,,true
1,demo-inconsistent-09,Quick full body,2025-09-24T12:35:00.000Z,2025-09-24T13:10:00.000Z,2100,2,cable-row,Seated Cable Row,Back,Cable,2,50,13,9,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,0,bench,Barbell Bench Press,Chest,Barbell,0,58.35,6,8,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,0,bench,Barbell Bench Press,Chest,Barbell,1,53.35,8,,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,0,bench,Barbell Bench Press,Chest,Barbell,2,50.85,10,9,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,1,lat-pulldown,Lat Pulldown,Back,Cable,0,50.95,9,8,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,1,lat-pulldown,Lat Pulldown,Back,Cable,1,49.7,11,,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,1,lat-pulldown,Lat Pulldown,Back,Cable,2,,,,false
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,2,ohp,Overhead Press,Shoulders,Barbell,0,33.21666666666666,7,8.5,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,2,ohp,Overhead Press,Shoulders,Barbell,1,31.55,9,,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,2,ohp,Overhead Press,Shoulders,Barbell,2,29.05,11,9,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,3,curl,Cable Curl,Biceps,Cable,0,19,10,,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,3,curl,Cable Curl,Biceps,Cable,1,18,12,8.5,true
1,demo-inconsistent-10,Upper strength,2025-10-01T19:20:00.000Z,2025-10-01T20:20:00.000Z,3600,3,curl,Cable Curl,Biceps,Cable,2,17,13,9,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,0,squat,Back Squat,Quadriceps,Barbell,0,91,6,8,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,0,squat,Back Squat,Quadriceps,Barbell,1,86,7,,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,0,squat,Back Squat,Quadriceps,Barbell,2,81,,,false
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,87,8,8,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,77,9,,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,72.5,11,9,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,2,leg-press,Leg Press,Quadriceps,Machine,0,145,10,,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,2,leg-press,Leg Press,Quadriceps,Machine,1,145,8,8.5,true
1,demo-inconsistent-11,Lower strength,2025-10-08T18:25:00.000Z,2025-10-08T19:12:30.000Z,2850,2,leg-press,Leg Press,Quadriceps,Machine,2,135,13,9,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,0,bench,Barbell Bench Press,Chest,Barbell,0,52.7,7,8,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,0,bench,Barbell Bench Press,Chest,Barbell,1,57.7,8,,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,0,bench,Barbell Bench Press,Chest,Barbell,2,55.2,10,9,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,1,squat,Back Squat,Quadriceps,Barbell,0,76.55,6,8,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,1,squat,Back Squat,Quadriceps,Barbell,1,78.5,8,,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,1,squat,Back Squat,Quadriceps,Barbell,2,73.5,10,9,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,2,cable-row,Seated Cable Row,Back,Cable,0,50,10,8,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,2,cable-row,Seated Cable Row,Back,Cable,1,47.5,12,,true
1,demo-inconsistent-12,Quick full body,2025-10-10T12:35:00.000Z,2025-10-10T13:22:00.000Z,2820,2,cable-row,Seated Cable Row,Back,Cable,2,45,13,9,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,0,bench,Barbell Bench Press,Chest,Barbell,0,62.8,5,8,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,0,bench,Barbell Bench Press,Chest,Barbell,1,57.8,8,,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,0,bench,Barbell Bench Press,Chest,Barbell,2,55.3,10,9,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,0,54.6,9,8,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,1,52.1,11,,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,1,lat-pulldown,Lat Pulldown,Back,Cable,2,49.6,12,9,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,0,35.4,7,8.5,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,1,32.9,9,,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,2,ohp,Overhead Press,Shoulders,Barbell,2,30.4,11,9,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,0,17,10,,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,1,16,12,8.5,true
1,demo-inconsistent-13,Upper strength,2025-10-17T19:00:00.000Z,2025-10-17T19:45:00.000Z,2700,3,curl,Cable Curl,Biceps,Cable,2,15,13,9,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,0,squat,Back Squat,Quadriceps,Barbell,0,84.3,6,8,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,0,squat,Back Squat,Quadriceps,Barbell,1,79.3,7,,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,0,squat,Back Squat,Quadriceps,Barbell,2,74.3,9,9,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,1,rdl,Romanian Deadlift,Hamstrings,Barbell,0,80.6,8,8,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,1,rdl,Romanian Deadlift,Hamstrings,Barbell,1,80.6,9,,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,1,rdl,Romanian Deadlift,Hamstrings,Barbell,2,75.5,11,9,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,2,leg-press,Leg Press,Quadriceps,Machine,0,152.5,10,,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,2,leg-press,Leg Press,Quadriceps,Machine,1,152.5,8,8.5,true
1,demo-inconsistent-14,Lower strength,2025-10-25T17:15:00.000Z,2025-10-25T18:19:00.000Z,3840,2,leg-press,Leg Press,Quadriceps,Machine,2,142.5,13,9,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,0,bench,Barbell Bench Press,Chest,Barbell,0,64.8,7,8,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,0,bench,Barbell Bench Press,Chest,Barbell,1,59.8,8,,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,0,bench,Barbell Bench Press,Chest,Barbell,2,,,,false
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,1,squat,Back Squat,Quadriceps,Barbell,0,89.7,6,8,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,1,squat,Back Squat,Quadriceps,Barbell,1,81.5,8,,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,1,squat,Back Squat,Quadriceps,Barbell,2,76.5,10,9,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,2,cable-row,Seated Cable Row,Back,Cable,0,57.5,10,8,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,2,cable-row,Seated Cable Row,Back,Cable,1,55,12,,true
1,demo-inconsistent-15,Quick full body,2025-10-26T12:35:00.000Z,2025-10-26T13:18:00.000Z,2580,2,cable-row,Seated Cable Row,Back,Cable,2,52.5,13,9,true
1,demo-inconsistent-16,Upper strength,2025-10-28T19:20:00.000Z,2025-10-28T20:20:00.000Z,3600,0,bench,Barbell Bench Press,Chest,Barbell,0,62.25,8,8,true
